id,temp,hum,soil_mois,rain,flow_rate,volume,field_id,timestamp
75,35,40.6,78.49,0,0,3.6,f1,12/29/2024 13:03
76,35,40.6,73.31,0,0,4.64,f2,12/29/2024 13:03
77,34.1,42.1,78.2,0,0,3.6,f1,12/29/2024 13:04
78,34.1,42.1,72.43,0,0,4.64,f2,12/29/2024 13:04
79,34.1,42,77.71,0,0,3.6,f1,12/29/2024 13:04
80,34.1,42,71.65,0,0,4.64,f2,12/29/2024 13:04
81,34.2,42.4,78.01,0,0,3.6,f1,12/29/2024 13:05
82,34.2,42.4,71.95,0,0,4.64,f2,12/29/2024 13:05
83,34.2,42.4,77.71,0,0,3.6,f1,12/29/2024 13:05
84,34.2,42.4,71.85,0,0,4.64,f2,12/29/2024 13:05
85,34.1,42.2,78.01,0,0,3.6,f1,12/29/2024 13:06
86,34.1,42.2,71.95,0,0,4.64,f2,12/29/2024 13:06
87,34.1,42.3,77.91,0,0,3.6,f1,12/29/2024 13:06
88,34.1,42.3,71.75,0,0,4.64,f2,12/29/2024 13:06
89,33.4,42.5,77.91,0,0,3.6,f1,12/29/2024 13:07
90,33.4,42.5,71.75,0,0,4.64,f2,12/29/2024 13:07
91,33.5,42.6,77.71,0,0,3.6,f1,12/29/2024 13:07
92,33.5,42.6,71.36,0,0,4.64,f2,12/29/2024 13:07
93,33.9,42.6,77.71,0,0,3.6,f1,12/29/2024 13:08
94,33.8,42.5,71.07,0,0,4.64,f2,12/29/2024 13:08
95,33.9,42.3,77.61,0,0,3.6,f1,12/29/2024 13:08
96,33.9,42.6,71.16,0,0,4.64,f2,12/29/2024 13:08
97,33.9,42.3,77.13,0,0,3.6,f1,12/29/2024 13:09
98,33.9,42.3,70.09,0,0,4.64,f2,12/29/2024 13:09
99,33.9,42.3,77.52,0,0,3.6,f1,12/29/2024 13:09
100,33.9,42.3,70.67,0,0,4.64,f2,12/29/2024 13:09
101,33.6,42.8,77.13,0,0,3.6,f1,12/29/2024 13:10
102,33.6,42.8,70.28,0,0,4.64,f2,12/29/2024 13:10
103,33.6,42.6,77.32,0,0,3.6,f1,12/29/2024 13:10
104,33.6,42.6,70.67,0,0,4.64,f2,12/29/2024 13:10
105,33.5,43.4,76.93,0,0,3.6,f1,12/29/2024 13:11
106,33.5,43.4,69.89,0,0,4.64,f2,12/29/2024 13:11
107,33.5,43.4,77.13,0,0,3.6,f1,12/29/2024 13:11
108,33.5,43.4,70.09,0,0,4.64,f2,12/29/2024 13:11
109,33.9,43.6,77.42,0,0,3.6,f1,12/29/2024 13:12
110,33.9,43.6,70.19,0,0,4.64,f2,12/29/2024 13:12
111,33.9,43.8,77.32,0,0,3.6,f1,12/29/2024 13:12
112,33.9,43.8,69.99,0,0,4.64,f2,12/29/2024 13:12
113,34.1,41.9,77.52,0,0,3.6,f1,12/29/2024 13:13
114,34.1,41.9,70.58,0,0,4.64,f2,12/29/2024 13:13
115,34.1,41.9,76.93,0,0,3.6,f1,12/29/2024 13:13
116,34.1,41.9,68.82,0,0,4.64,f2,12/29/2024 13:13
117,34.4,42.9,77.13,0,0,3.6,f1,12/29/2024 13:14
118,34.4,42.9,69.5,0,0,4.64,f2,12/29/2024 13:14
119,34.5,42.8,77.13,0,0,3.6,f1,12/29/2024 13:14
120,34.5,42.8,70.28,0,0,4.64,f2,12/29/2024 13:14
121,34.8,42.7,77.32,0,0,3.6,f1,12/29/2024 13:15
122,34.8,42.7,70.58,0,0,4.64,f2,12/29/2024 13:15
123,35,42.5,76.64,0,0,3.6,f1,12/29/2024 13:15
124,35,42.5,68.82,0,0,4.64,f2,12/29/2024 13:15
125,33.8,41.5,76.74,0,0,3.6,f1,12/29/2024 13:16
126,33.8,41.5,69.31,0,0,4.64,f2,12/29/2024 13:16
127,33.7,41.3,77.03,0,0,3.6,f1,12/29/2024 13:16
128,33.7,41.3,70.58,0,0,4.64,f2,12/29/2024 13:16
129,33.1,42.6,76.74,0,0,3.6,f1,12/29/2024 13:17
130,33.1,42.6,69.6,0,0,4.64,f2,12/29/2024 13:17
131,33.1,42.4,76.93,0,0,3.6,f1,12/29/2024 13:17
132,33.1,42.4,70.48,0,0,4.64,f2,12/29/2024 13:17
133,32.9,42.7,76.74,0,0,3.6,f1,12/29/2024 13:18
134,32.9,42.7,69.5,0,0,4.64,f2,12/29/2024 13:18
135,32.9,42.9,76.54,0,0,3.6,f1,12/29/2024 13:18
136,32.9,42.9,69.6,0,0,4.64,f2,12/29/2024 13:18
137,33.2,42.6,76.25,0,0,3.6,f1,12/29/2024 13:19
138,33.2,42.6,69.5,0,0,4.64,f2,12/29/2024 13:19
139,33.2,42.1,76.34,0,0,3.6,f1,12/29/2024 13:19
140,33.2,42.1,70.19,0,0,4.64,f2,12/29/2024 13:19
141,33.3,41.8,76.15,0,0,3.6,f1,12/29/2024 13:20
142,33.3,41.8,69.31,0,0,4.64,f2,12/29/2024 13:20
143,33.3,41.6,76.34,0,0,3.6,f1,12/29/2024 13:20
144,33.3,41.6,70.09,0,0,4.64,f2,12/29/2024 13:20
145,33.2,41.9,76.25,0,0,3.6,f1,12/29/2024 13:21
146,33.2,41.9,70.58,0,0,4.64,f2,12/29/2024 13:21
147,33.2,42,75.95,0,0,3.6,f1,12/29/2024 13:21
148,33.2,42,69.31,0,0,4.64,f2,12/29/2024 13:21
149,33.9,41.6,76.44,0,0,3.6,f1,12/29/2024 13:22
150,33.9,41.6,70.48,0,0,4.64,f2,12/29/2024 13:22
151,33.9,41.4,75.86,0,0,3.6,f1,12/29/2024 13:22
152,33.9,41.4,69.11,0,0,4.64,f2,12/29/2024 13:22
153,34.3,42.4,76.05,0,0,3.6,f1,12/29/2024 13:23
154,34.3,42.4,69.5,0,0,4.64,f2,12/29/2024 13:23
155,34.3,42.8,75.95,0,0,3.6,f1,12/29/2024 13:23
156,34.3,42.8,69.5,0,0,4.64,f2,12/29/2024 13:23
157,34.5,42.6,75.76,0,0,3.6,f1,12/29/2024 13:24
158,34.5,42.6,69.01,0,0,4.64,f2,12/29/2024 13:24
159,34.5,42.7,76.15,0,0,3.6,f1,12/29/2024 13:24
160,34.5,42.7,70.19,0,0,4.64,f2,12/29/2024 13:24
161,34.6,41.5,75.86,0,0,3.6,f1,12/29/2024 13:25
162,34.6,41.5,69.4,0,0,4.64,f2,12/29/2024 13:25
163,34.6,41.4,76.15,0,0,3.6,f1,12/29/2024 13:25
164,34.6,41.4,69.7,0,0,4.64,f2,12/29/2024 13:25
165,34.5,42,75.76,0,0,3.6,f1,12/29/2024 13:26
166,34.5,42,69.4,0,0,4.64,f2,12/29/2024 13:26
167,34.4,41.9,75.66,0,0,3.6,f1,12/29/2024 13:26
168,34.4,41.9,69.4,0,0,4.64,f2,12/29/2024 13:26
169,34.7,42.5,75.66,0,0,3.6,f1,12/29/2024 13:27
170,34.7,42.5,69.6,0,0,4.64,f2,12/29/2024 13:27
171,34.7,42.5,75.66,0,0,3.6,f1,12/29/2024 13:27
172,34.7,42.5,69.5,0,0,4.64,f2,12/29/2024 13:27
173,35.2,42.2,75.46,0,0,3.6,f1,12/29/2024 13:28
174,35.2,42.2,69.6,0,0,4.64,f2,12/29/2024 13:28
175,35.2,41.9,75.37,0,0,3.6,f1,12/29/2024 13:28
176,35.2,41.9,69.5,0,0,4.64,f2,12/29/2024 13:28
177,35.4,41.4,75.56,0,0,3.6,f1,12/29/2024 13:29
178,35.4,41.4,69.6,0,0,4.64,f2,12/29/2024 13:29
179,35.4,41.3,75.95,0,0,3.6,f1,12/29/2024 13:29
180,35.4,41.3,70.38,0,0,4.64,f2,12/29/2024 13:29
181,36,41.4,75.95,0,0,3.6,f1,12/29/2024 13:30
182,36,41.4,70.87,0,0,4.64,f2,12/29/2024 13:30
183,36,41.2,75.37,0,0,3.6,f1,12/29/2024 13:30
184,36,41.2,69.6,0,0,4.64,f2,12/29/2024 13:30
185,36.1,40.9,74.68,0,0,3.6,f1,12/29/2024 13:31
186,36.1,40.9,69.4,0,0,4.64,f2,12/29/2024 13:31
187,36,40.6,74.58,0,0,3.6,f1,12/29/2024 13:31
188,36,40.6,69.4,0,0,4.64,f2,12/29/2024 13:31
189,34.8,40.7,74.58,0,0,3.6,f1,12/29/2024 13:32
190,34.8,40.7,69.4,0,0,4.64,f2,12/29/2024 13:32
191,34.7,40.7,74.88,0,0,3.6,f1,12/29/2024 13:32
192,34.7,40.7,70.09,0,0,4.64,f2,12/29/2024 13:32
193,33.8,43,74.29,0,0,3.6,f1,12/29/2024 13:36
194,33.8,43,68.33,0,0,4.64,f2,12/29/2024 13:36
195,33.8,42.6,74.98,0,0,3.6,f1,12/29/2024 13:36
196,33.8,42.6,69.5,0,0,4.64,f2,12/29/2024 13:36
197,33.8,42.6,74.78,0,0,3.6,f1,12/29/2024 13:37
198,33.8,42.6,69.5,0,0,4.64,f2,12/29/2024 13:37
199,33.8,42.7,74.49,0,0,3.6,f1,12/29/2024 13:37
200,33.8,42.7,69.31,0,0,4.64,f2,12/29/2024 13:37
201,33.2,42.3,71.65,0,0,5.56,f1,12/29/2024 14:25
202,33.2,42.3,68.91,0,0,5.07,f2,12/29/2024 14:25
203,33.1,42.3,72.14,0,0,5.56,f1,12/29/2024 14:26
204,33.1,42.3,69.79,0,0,5.07,f2,12/29/2024 14:26
205,33.1,42.5,71.65,0,0,5.56,f1,12/29/2024 14:26
206,33.1,42.5,69.31,0,0,5.07,f2,12/29/2024 14:26
207,32.9,43.7,71.46,0,0,5.56,f1,12/29/2024 14:27
208,32.9,43.7,68.04,0,0,5.07,f2,12/29/2024 14:27
209,32.9,44,71.75,0,0,5.56,f1,12/29/2024 14:27
210,32.9,44,69.01,0,0,5.07,f2,12/29/2024 14:27
211,32.8,44.1,71.95,0,0,5.56,f1,12/29/2024 14:28
212,32.8,44.1,69.89,0,0,5.07,f2,12/29/2024 14:28
213,32.8,44.2,71.75,0,0,5.56,f1,12/29/2024 14:28
214,32.8,44.2,68.91,0,0,5.07,f2,12/29/2024 14:28
215,32.7,43.8,71.55,0,0,5.56,f1,12/29/2024 14:29
216,32.7,43.8,69.01,0,0,5.07,f2,12/29/2024 14:29
217,32.7,43.7,71.65,0,0,5.56,f1,12/29/2024 14:29
218,32.7,43.7,68.91,0,0,5.07,f2,12/29/2024 14:29
219,32.5,44.5,71.46,0,0,5.56,f1,12/29/2024 14:30
220,32.5,44.5,69.01,0,0,5.07,f2,12/29/2024 14:30
221,32.5,44.4,71.16,0,0,5.56,f1,12/29/2024 14:30
222,32.5,44.4,67.64,0,0,5.07,f2,12/29/2024 14:30
223,32.7,44.5,71.36,0,0,5.56,f1,12/29/2024 14:31
224,32.7,44.5,68.82,0,0,5.07,f2,12/29/2024 14:31
225,32.8,44.4,71.46,0,0,5.56,f1,12/29/2024 14:31
226,32.8,44.4,68.82,0,0,5.07,f2,12/29/2024 14:31
227,32.9,45.3,71.55,0,0,5.56,f1,12/29/2024 14:32
228,32.9,45.3,68.91,0,0,5.07,f2,12/29/2024 14:32
229,32.9,45,71.55,0,0,5.56,f1,12/29/2024 14:32
230,32.9,45,68.72,0,0,5.07,f2,12/29/2024 14:32
231,32.9,43.7,71.65,0,0,5.56,f1,12/29/2024 14:33
232,32.9,43.7,68.91,0,0,5.07,f2,12/29/2024 14:33
233,32.8,44,71.65,0,0,5.56,f1,12/29/2024 14:33
234,32.8,44,69.6,0,0,5.07,f2,12/29/2024 14:33
235,32,42.8,70.97,0,0,5.56,f1,12/29/2024 14:34
236,32,42.8,68.62,0,0,5.07,f2,12/29/2024 14:34
237,31.9,43,71.07,0,0,5.56,f1,12/29/2024 14:34
238,31.9,43,68.82,0,0,5.07,f2,12/29/2024 14:34
239,31.5,44.1,70.67,0,0,5.56,f1,12/29/2024 14:35
240,31.5,44.1,68.82,0,0,5.07,f2,12/29/2024 14:35
241,31.5,44.4,70.87,0,0,5.56,f1,12/29/2024 14:35
242,31.5,44.4,68.82,0,0,5.07,f2,12/29/2024 14:35
243,31.7,45,70.97,0,0,5.56,f1,12/29/2024 14:36
244,31.7,45,69.5,0,0,5.07,f2,12/29/2024 14:36
245,31.7,44.8,70.87,0,0,5.56,f1,12/29/2024 14:36
246,31.7,44.8,68.82,0,0,5.07,f2,12/29/2024 14:36
247,32.2,44.9,70.67,0,0,5.56,f1,12/29/2024 14:37
248,32.2,44.9,68.33,0,0,5.07,f2,12/29/2024 14:37
249,32.2,44.9,70.67,0,0,5.56,f1,12/29/2024 14:37
250,32.2,44.9,68.72,0,0,5.07,f2,12/29/2024 14:37
251,32.4,44.3,70.67,0,0,5.56,f1,12/29/2024 14:38
252,32.4,44.3,68.72,0,0,5.07,f2,12/29/2024 14:38
253,32.4,44.3,70.58,0,0,5.56,f1,12/29/2024 14:38
254,32.4,44.3,68.82,0,0,5.07,f2,12/29/2024 14:38
255,32.4,44.7,70.87,0,0,5.56,f1,12/29/2024 14:39
256,32.4,44.7,69.31,0,0,5.07,f2,12/29/2024 14:39
257,32.4,44.5,70.97,0,0,5.56,f1,12/29/2024 14:39
258,32.4,44.5,68.82,0,0,5.07,f2,12/29/2024 14:39
259,32.1,44.7,70.97,0,0,5.56,f1,12/29/2024 14:40
260,32.1,44.7,69.79,0,0,5.07,f2,12/29/2024 14:40
261,32.1,44.3,70.48,0,0,5.56,f1,12/29/2024 14:40
262,32.1,44.3,68.72,0,0,5.07,f2,12/29/2024 14:40
263,31.7,45.9,70.48,0,0,5.56,f1,12/29/2024 14:41
264,31.7,45.9,69.11,0,0,5.07,f2,12/29/2024 14:41
265,31.7,45.6,70.67,0,0,5.56,f1,12/29/2024 14:41
266,31.7,45.6,69.01,0,0,5.07,f2,12/29/2024 14:41
267,31.3,44.5,70.58,0,0,5.56,f1,12/29/2024 14:42
268,31.3,44.5,68.62,0,0,5.07,f2,12/29/2024 14:42
269,31.3,44.6,70.48,0,0,5.56,f1,12/29/2024 14:42
270,31.3,44.6,68.52,0,0,5.07,f2,12/29/2024 14:42
271,31.5,45.3,71.07,0,0,5.56,f1,12/29/2024 14:43
272,31.5,45.3,69.7,0,0,5.07,f2,12/29/2024 14:43
273,31.5,45.3,70.48,0,0,5.56,f1,12/29/2024 14:43
274,31.5,45.3,68.52,0,0,5.07,f2,12/29/2024 14:43
275,31.2,44.7,71.07,0,0,5.56,f1,12/29/2024 14:44
276,31.2,44.7,69.79,0,0,5.07,f2,12/29/2024 14:44
277,31.1,44.8,69.99,0,0,5.56,f1,12/29/2024 14:44
278,31.1,44.8,67.55,0,0,5.07,f2,12/29/2024 14:44
279,31.1,44.2,70.67,0,0,5.56,f1,12/29/2024 14:45
280,31.1,44.2,69.4,0,0,5.07,f2,12/29/2024 14:45
281,31,44.2,70.48,0,0,5.56,f1,12/29/2024 14:45
282,31,44.2,68.52,0,0,5.07,f2,12/29/2024 14:45
283,30.8,45.6,70.28,0,0,5.56,f1,12/29/2024 14:46
284,30.8,45.6,68.52,0,0,5.07,f2,12/29/2024 14:46
285,30.8,46,70.19,0,0,5.56,f1,12/29/2024 14:46
286,30.8,46,68.62,0,0,5.07,f2,12/29/2024 14:46
287,31.2,45.7,70.09,0,0,5.56,f1,12/29/2024 14:47
288,31.2,45.7,68.33,0,0,5.07,f2,12/29/2024 14:47
289,31.2,45.6,70.19,0,0,5.56,f1,12/29/2024 14:47
290,31.2,45.6,68.72,0,0,5.07,f2,12/29/2024 14:47
291,31.7,45.9,70.28,0,0,5.56,f1,12/29/2024 14:48
292,31.7,45.9,68.43,0,0,5.07,f2,12/29/2024 14:48
293,31.7,45.9,70.28,0,0,5.56,f1,12/29/2024 14:48
294,31.7,45.9,68.62,0,0,5.07,f2,12/29/2024 14:48
295,31.9,45.1,70.48,0,0,5.56,f1,12/29/2024 14:49
296,31.9,45.1,68.82,0,0,5.07,f2,12/29/2024 14:49
297,31.9,45,70.09,0,0,5.56,f1,12/29/2024 14:49
298,31.9,45,68.43,0,0,5.07,f2,12/29/2024 14:49
299,31.5,44.6,70.09,0,0,5.56,f1,12/29/2024 14:50
300,31.5,44.6,68.62,0,0,5.07,f2,12/29/2024 14:50
301,31.6,44.9,70.38,0,0,5.56,f1,12/29/2024 14:50
302,31.6,44.9,69.89,0,0,5.07,f2,12/29/2024 14:50
303,31.5,44.6,69.6,0,0,5.56,f1,12/29/2024 14:51
304,31.5,44.6,67.45,0,0,5.07,f2,12/29/2024 14:51
305,31.5,44.8,70.38,0,0,5.56,f1,12/29/2024 14:51
306,31.5,44.8,69.4,0,0,5.07,f2,12/29/2024 14:51
307,31.4,45.5,70.19,0,0,5.56,f1,12/29/2024 14:52
308,31.4,45.5,68.52,0,0,5.07,f2,12/29/2024 14:52
309,31.4,45.4,69.6,0,0,5.56,f1,12/29/2024 14:52
310,31.4,45.4,67.45,0,0,5.07,f2,12/29/2024 14:52
311,31.5,45.9,70.38,0,0,5.56,f1,12/29/2024 14:53
312,31.5,45.9,69.7,0,0,5.07,f2,12/29/2024 14:53
313,31.5,45.8,70.38,0,0,5.56,f1,12/29/2024 14:53
314,31.5,45.8,69.5,0,0,5.07,f2,12/29/2024 14:53
315,31.7,45.1,69.7,0,0,5.56,f1,12/29/2024 14:54
316,31.7,45.1,67.94,0,0,5.07,f2,12/29/2024 14:54
317,31.8,45.3,69.99,0,0,5.56,f1,12/29/2024 14:54
318,31.8,45.3,68.52,0,0,5.07,f2,12/29/2024 14:54
319,31.9,45.7,69.6,0,0,5.56,f1,12/29/2024 14:55
320,31.9,45.7,68.13,0,0,5.07,f2,12/29/2024 14:55
321,32,45.7,70.48,0,0,5.56,f1,12/29/2024 14:55
322,32,45.7,69.6,0,0,5.07,f2,12/29/2024 14:55
323,32.1,45.5,69.7,0,0,5.56,f1,12/29/2024 14:56
324,32.1,45.5,67.64,0,0,5.07,f2,12/29/2024 14:56
325,32.1,45.5,69.79,0,0,5.56,f1,12/29/2024 14:56
326,32.1,45.5,68.13,0,0,5.07,f2,12/29/2024 14:56
327,32.2,45.1,69.99,0,0,5.56,f1,12/29/2024 14:57
328,32.2,45.1,68.62,0,0,5.07,f2,12/29/2024 14:57
329,32.2,45.1,69.89,0,0,5.56,f1,12/29/2024 14:57
330,32.2,45.1,68.52,0,0,5.07,f2,12/29/2024 14:57
331,32.1,44.7,69.7,0,0,5.56,f1,12/29/2024 14:58
332,32.1,44.7,68.72,0,0,5.07,f2,12/29/2024 14:58
333,32.2,44.5,69.4,0,0,5.56,f1,12/29/2024 14:58
334,32.2,44.5,67.84,0,0,5.07,f2,12/29/2024 14:58
335,32.3,44.9,70.19,0,0,5.56,f1,12/29/2024 14:59
336,32.3,44.9,68.52,0,0,5.07,f2,12/29/2024 14:59
337,32.3,44.8,69.99,0,0,5.56,f1,12/29/2024 14:59
338,32.3,44.8,68.62,0,0,5.07,f2,12/29/2024 14:59
339,32.4,44.2,69.6,0,0,5.56,f1,12/29/2024 15:00
340,32.4,44.2,67.94,0,0,5.07,f2,12/29/2024 15:00
341,32.4,44.1,69.31,0,0,5.56,f1,12/29/2024 15:00
342,32.4,44.1,67.74,0,0,5.07,f2,12/29/2024 15:00
343,32,44.4,69.99,0,0,5.56,f1,12/29/2024 15:01
344,32,44.4,68.43,0,0,5.07,f2,12/29/2024 15:01
345,31.9,44.5,69.99,0,0,5.56,f1,12/29/2024 15:01
346,31.9,44.5,68.62,0,0,5.07,f2,12/29/2024 15:01
347,31.8,45.3,70.19,0,0,5.56,f1,12/29/2024 15:02
348,31.8,45.3,69.5,0,0,5.07,f2,12/29/2024 15:02
349,31.8,45.4,70.09,0,0,5.56,f1,12/29/2024 15:02
350,31.8,45.4,69.4,0,0,5.07,f2,12/29/2024 15:02
351,32,45.6,69.99,0,0,5.56,f1,12/29/2024 15:03
352,32,45.6,68.72,0,0,5.07,f2,12/29/2024 15:03
353,32,45.8,69.79,0,0,5.56,f1,12/29/2024 15:03
354,32,45.8,68.62,0,0,5.07,f2,12/29/2024 15:03
355,31.6,44.7,69.79,0,0,5.56,f1,12/29/2024 15:04
356,31.6,44.7,68.52,0,0,5.07,f2,12/29/2024 15:04
357,31.6,44.8,69.7,0,0,5.56,f1,12/29/2024 15:04
358,31.6,44.8,68.52,0,0,5.07,f2,12/29/2024 15:04
359,31.1,44.9,69.79,0,0,5.56,f1,12/29/2024 15:05
360,31.1,44.9,68.62,0,0,5.07,f2,12/29/2024 15:05
361,31.1,45.2,69.4,0,0,5.56,f1,12/29/2024 15:05
362,31.1,45.2,68.52,0,0,5.07,f2,12/29/2024 15:05
363,31.2,46.3,69.99,0,0,5.56,f1,12/29/2024 15:06
364,31.2,46.3,68.52,0,0,5.07,f2,12/29/2024 15:06
365,31.2,46.1,69.7,0,0,5.56,f1,12/29/2024 15:06
366,31.2,46.1,67.35,0,0,5.07,f2,12/29/2024 15:06
367,31.4,44.5,69.21,0,0,5.56,f1,12/29/2024 15:07
368,31.4,44.5,67.55,0,0,5.07,f2,12/29/2024 15:07
369,31.4,44.5,69.79,0,0,5.56,f1,12/29/2024 15:07
370,31.4,44.5,68.82,0,0,5.07,f2,12/29/2024 15:07
371,31.6,45.2,69.6,0,0,5.56,f1,12/29/2024 15:08
372,31.6,45.2,68.62,0,0,5.07,f2,12/29/2024 15:08
373,31.6,45.1,69.4,0,0,5.56,f1,12/29/2024 15:08
374,31.6,45.1,67.45,0,0,5.07,f2,12/29/2024 15:08
375,31.8,45.5,69.99,0,0,5.56,f1,12/29/2024 15:09
376,31.8,45.5,69.21,0,0,5.07,f2,12/29/2024 15:09
377,31.8,45.5,69.31,0,0,5.56,f1,12/29/2024 15:09
378,31.8,45.5,67.45,0,0,5.07,f2,12/29/2024 15:09
379,31.9,45,69.31,0,0,5.56,f1,12/29/2024 15:10
380,31.9,45,67.84,0,0,5.07,f2,12/29/2024 15:10
381,31.9,45,69.79,0,0,5.56,f1,12/29/2024 15:10
382,31.9,45,68.52,0,0,5.07,f2,12/29/2024 15:10
383,32.1,45.5,69.89,0,0,5.56,f1,12/29/2024 15:11
384,32.1,45.5,68.04,0,0,5.07,f2,12/29/2024 15:11
385,32.1,45.2,70.28,0,0,5.56,f1,12/29/2024 15:11
386,32.1,45.2,69.7,0,0,5.07,f2,12/29/2024 15:11
387,32.1,45.1,70.19,0,0,5.56,f1,12/29/2024 15:12
388,32.1,45.1,69.4,0,0,5.07,f2,12/29/2024 15:12
389,32.1,45,70.19,0,0,5.56,f1,12/29/2024 15:12
